Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Men,3000,5,10185971,Lens colour: PurpleLens feature: UV Protected LensFrame material: PlasticFrame style: Full RimBest suited for: Oval face shapeWarranty: 1 yearWarranty provided by brand/manufacturer, Purple
Women,3799,6,10186921,"Navy Blue solid hobo bag, has a zip closure1 main compartment, 2 external and 3 inner pocketsTablet sleeve: NoOne Handle with a detachable sling strap",Blue
Girls,1499,6,10213321,"Black solid Open Front jacket, has a spread collar, button closure, long sleeves, straight hem", Black
Women,1687,6,10266521,"Grey foil print kurta with palazzosGrey and blue foil print straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsGrey solid palazzos with thread work, has elasticated waistband, slip-on closure", Grey
Men,3999,7,10253145,"FEATURES + BENEFITSSoftFoam+: PUMA's comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your dayDETAILSA pair of round-toe navy blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
Women,718,5,10224747,"Design Detail:White, black and blue printed sareeBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like", Black
Women,644,5,10237897,"Red solid woven regular top with lace insert detail, has a boat neck, and three-quarter bell sleeves", Red
Men,1034,5,10028195,"Pink solid formal shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Pink
Men,8396,5,10246435,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, synthetic strap with a tang closureWater resistance: 200 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Blue
Men,879,5,10124775,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Men,1494,4,10176777,"Pack of 3 trunks:Pink solid trunk, has an elasticated waistband, a double-layered contoured front pouchBlue solid trunk, has an elasticated waistband, a double-layered contoured front pouchNavy Blue solid trunk, has an elasticated waistband, a double-layered contoured front pouch",
Women,699,5,10185891,"Grey solid shimmery detail churidar length leggings, has an elasticated waistband,", Grey
Men,7799,5,10274447,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Women,688,5,1015438,"Off-white and black woven printed top, has a round neck and long sleeves", Black
Women,2999,5,10110863,"A pair of blue embellished pointed toe pumps, has regular styling, ankle loop detail with buckle closureSynthetic upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 1 monthWarranty provided by brand/manufacturer",Blue
Unisex,1497,5,10203367,Lens colour: GreenLens feature: Polarised LensFrame material: MetalFrame style: Full RimBest suited for: Oval face shapeComes in a Z-ZOOM coverWarranty: 2 yearsWarranty provided by brand/manufacturer,
Unisex,2749,7,10252777,"Special Technology:Soft Foam + for better comfortabilityDesign Details:A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturerPuma Pacer Next FS Knit 2.0Running-inspired, but everyday intended, the Pacer Next combines sport style and urban flair. With cool colour contrasting and a modern knit upper, you won't want to leave home in anything else.", Black
Men,1999,5,10187749,"Navy Blue solid mid-rise cargo shorts, has 6 pockets, and button closure",Blue
Men,674,5,10221375,"Mustard brown self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket", Brown
Women,809,7,10158645,"Blue medium wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue
Men,959,7,10121111,"Black dark wash 5-pocket mid-rise jeans with side stripes, clean look, light fade, has a button and zip closure, waistband with belt loops", Red
Boys,999,4,10256557,"Black woven chinos has mid rise, regular fit  with 4 pocket", Black
Women,1239,5,10238493,"Design Detail:Mustard yellow and Red banarasi solid saree and has a zari borderBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Banarasi sarees originate from the city of Varanasi (Uttar Pradesh). These are well known for the Mughal Era inspired designs in golden as well as silver brocade or Zari.", Red
Men,1299,7,10064535,"Blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Women,699,5,10144367,"Navy Blue striped T-shirt, has a mandarin collar, and long sleeves",Blue
Women,560,5,10207253,"Pink solid knitted bardot  top, has an off-shoulder neck, short sleeves, and concealed zip closure", Pink
Women,940,5,10040091,Off-White solid full-coverage Everyday bra Lightly Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
Women,2420,5,10021281, Silver-plated CZ-studded butterfly-shaped finger ring , Silver
Unisex,1519,4,10179353,Set content: 2 Cushion CoversColour: Off-WhiteShape: RectanglePattern:EmbellishedClosure: Zip,
Men,699,5,10176851,"Olive green camouflage printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, 2 flap pockets", Green
Men,594,7,10092075,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Women,499,5,10185913,"Orange solid knitted churidar length leggings, has an elasticated waistband", Orange
Men,29500,6,10223353,"Display: AnalogueMovement: QuartzPower source: SolarDial style: Solid round stainless steel dialFeatures: Chronograph, Tachymeter, Date ApertureStrap style: Gunmetal Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mGuarantee: 1st year worldwide guarantee from the date of purchase against manufacturing defects2nd year guarantee olny valid for service in IndiaGuarantee provided by brand/ manufacturer  Comes in a signature SEIKO case", Black
Girls,1469,5,10239073,"Navy blue washed denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined",Blue
Unisex,1199,5,10017363,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Green and WhitePattern: Floral, Green
Men,1276,5,10052061,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a signature Fastrack case",Blue
Boys,1499,5,10213223,"Khaki solid bomber, has a hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", Khaki
Women,718,5,10224745,"Design Detail:Pink and black printed sareeBlouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like", Black
Women,1319,5,10239467,"Pink and Golden printed woven A-line dress with sequinned detail, has a round neck, long sleeves, an attached lining, and flared hem", Pink
Women,384,5,10251869,Fit Me Matte + Poreless Liquid FoundationShade Name: Classic Ivory, Matte
Women,489,4,10274859,Silver-Toned Contemporary Earrings and silver-platedSecured with a post and back closure, Silver
Women,919,5,10185593,"Peach-Coloured and Navy Blue printed straight winter kurta, has a round neck, three-quarter sleeves, straight hem, and side slits",Blue
Boys,849,4,10256929,"Light heavy fade blue jeansSlim fit, mid-riseClean lookStretchableStriped5 pocketLength: regular",Blue
Women,920,2,1027073,"Pack of two full-coverage T-shirt bras in maroonEach has non-wired, non-padded and seamless cups, adjustable shoulder straps, bow detail on the front, three rows of double hook-and-eye closures on the back for an adjustable fit Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",
Women,1999,6,10190659,"This clothing set consists of top and skirt and ethnic shrugCream-Coloured and golden self design top, has a round neck, sleeveless, concealed zip closureCream-Coloured and golden self design skirt, has a slip-on closurePink and golden self-design front open ethnic longline shrug, has three-quarter sleeves", Red
Men,1192,5,10248861,"Maroon checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Maroon
Men,1299,5,10144539,"Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
Women,839,5,10111121,"Blue solid denim jacket with tasselled detail, has a spread collar, 2 pockets, button closure, long sleeves, straight hem, and unlined",Blue
Unisex,625,3,10098771,Set content: One bathmatColour: BlueFabric: 100% CottonShape: RectangularPattern: Printed,Blue
Boys,559,4,10136005,"Light grey printed sweatshirt, round neck, long sleeves", Grey
Women,229,3,10085025,"Gold-Toned and White Geometric Earrings, brass-plated, and has artificial stones Secured with a post and back", White
Boys,749,3,1008342,"Charcoal grey cardigan with melange effect, has a mock collar with a short zip closure and long sleeves", Grey
Men,2799,7,10266785,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
Women,594,5,10185587,"Brown, blue and golden printed A-line kurta with panelled detail, has a tie-up neck, three-quarter sleeves, flared hem, and front slit",Blue
Unisex,540,5,10234709,Lens colour: BrownLens feature: Polarised LensFrame material: PlasticFrame style: Full RimBest suited for: Round face shapeComes in a Voyage cover,
Women,593,5,10173819,"Sea Green solid woven wrap  top, has a V-neck, and three-quarter sleeves", Green
Women,879,5,10186027,"Navy blue solid high-rise cropped parallel trousers with button detail, has partially elasticated waistband with button closure, zip fly",Blue
Women,999,5,10206151,"Red self-design knitted regular  top, has a round neck, and long sleeves", Red
Men,1197,4,10255203,"Black and Orange printed straight kurta, has a mandarin collar, three-quarter sleeves, straight hem, and side slits", Black
Women,625,5,10019677,"Navy solid woven wrap top, has a V-neck, three-quarter sleeves, and button closure",Blue
Men,1839,5,10150581,"Black solid mid-rise trousers, button closure, and 5 pockets", Black
Women,749,5,10179821,"A pair of beige & black open toe sandals, has mid-top styling, ankle loop detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a block heel", Black
Women,1299,5,10217045,"Navy Blue and white printed A-line kurta with tasselled detail, has a shirt collar, three-quarter sleeves, button closure and asymmetric hem",Blue
Men,2556,5,10052699,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case", Black
